QDM Type,Data Element Valueset,Attribute,Attribute Valueset,Measure
QDM::InterventionPerformed,2.16.840.1.113883.3.526.3.509,negationRationale,2.16.840.1.113883.3.526.3.1007,CMS138v7
QDM::MedicationOrder,2.16.840.1.113883.3.526.3.1190,authorDatetime,,CMS138v7
QDM::MedicationOrder,2.16.840.1.113883.3.526.3.1190,negationRationale,2.16.840.1.113883.3.526.3.1007,CMS138v7
QDM::MedicationOrder,2.16.840.1.113883.3.526.3.1190,negationRationale,2.16.840.1.113883.3.526.3.1007,CMS138v7
QDM::EncounterPerformed,2.16.840.1.113883.3.526.3.1530,relevantPeriod,,CMS138v7
QDM::AssessmentPerformed,2.16.840.1.113883.3.526.3.1278,result,2.16.840.1.113883.3.526.3.1189,CMS138v7
QDM::MedicationActive,2.16.840.1.113883.3.526.3.1190,relevantPeriod,,CMS138v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1001,relevantPeriod,,CMS142v7
QDM::Diagnosis,2.16.840.1.113883.3.526.3.327,prevalencePeriod,,CMS142v7
QDM::DiagnosticStudyPerformed,2.16.840.1.113883.3.526.3.1251,relevantPeriod,,CMS142v7
QDM::DiagnosticStudyPerformed,2.16.840.1.113883.3.526.3.1251,result,,CMS142v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1012,relevantPeriod,,CMS142v7
QDM::EncounterPerformed,2.16.840.1.113883.3.526.3.1285,relevantPeriod,,CMS142v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1014,relevantPeriod,,CMS142v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1008,relevantPeriod,,CMS142v7
QDM::DiagnosticStudyPerformed,2.16.840.1.113883.3.526.3.1251,result,2.16.840.1.113883.3.526.3.1251,CMS142v7
QDM::DiagnosticStudyPerformed,2.16.840.1.113883.3.526.3.1251,result,2.16.840.1.113883.3.526.3.327,CMS142v7
QDM::DiagnosticStudyPerformed,2.16.840.1.113883.3.526.3.1251,result,2.16.840.1.113883.3.526.3.1320,CMS142v7
QDM::DiagnosticStudyPerformed,2.16.840.1.113883.3.526.3.1251,result,2.16.840.1.113883.3.526.3.1283,CMS142v7
QDM::DiagnosticStudyPerformed,2.16.840.1.113883.3.526.3.1251,result,2.16.840.1.113883.3.526.3.1284,CMS142v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1001,relevantPeriod,,CMS143v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1012,relevantPeriod,,CMS143v7
QDM::EncounterPerformed,2.16.840.1.113883.3.526.3.1285,relevantPeriod,,CMS143v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1014,relevantPeriod,,CMS143v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1008,relevantPeriod,,CMS143v7
QDM::Diagnosis,2.16.840.1.113883.3.526.3.326,prevalencePeriod,,CMS143v7
QDM::DiagnosticStudyPerformed,2.16.840.1.113883.3.526.3.1334,relevantPeriod,,CMS143v7
QDM::DiagnosticStudyPerformed,2.16.840.1.113883.3.526.3.1334,result,,CMS143v7
QDM::DiagnosticStudyPerformed,2.16.840.1.113883.3.526.3.1333,relevantPeriod,,CMS143v7
QDM::DiagnosticStudyPerformed,2.16.840.1.113883.3.526.3.1333,result,,CMS143v7
QDM::DiagnosticStudyPerformed,2.16.840.1.113883.3.526.3.1334,result,2.16.840.1.113883.3.526.3.1334,CMS143v7
QDM::DiagnosticStudyPerformed,2.16.840.1.113883.3.526.3.1334,authorDatetime,,CMS143v7
QDM::DiagnosticStudyPerformed,2.16.840.1.113883.3.526.3.1334,negationRationale,2.16.840.1.113883.3.526.3.1007,CMS143v7
QDM::DiagnosticStudyPerformed,2.16.840.1.113883.3.526.3.1334,negationRationale,2.16.840.1.113883.3.526.3.1007,CMS143v7
QDM::DiagnosticStudyPerformed,2.16.840.1.113883.3.526.3.1333,authorDatetime,,CMS143v7
QDM::DiagnosticStudyPerformed,2.16.840.1.113883.3.526.3.1333,negationRationale,2.16.840.1.113883.3.526.3.1007,CMS143v7
QDM::DiagnosticStudyPerformed,2.16.840.1.113883.3.526.3.1333,negationRationale,2.16.840.1.113883.3.526.3.1007,CMS143v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1001,relevantPeriod,,CMS144v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1012,relevantPeriod,,CMS144v7
QDM::EncounterPerformed,2.16.840.1.113883.3.526.3.1012,relevantPeriod,,CMS144v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1014,relevantPeriod,,CMS144v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1008,relevantPeriod,,CMS144v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1016,relevantPeriod,,CMS144v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1007,relevantPeriod,,CMS144v7
QDM::Diagnosis,2.16.840.1.113883.3.526.3.376,prevalencePeriod,,CMS144v7
QDM::Diagnosis,2.16.840.1.113883.3.526.3.1090,prevalencePeriod,,CMS144v7
QDM::Diagnosis,2.16.840.1.113883.3.526.3.1090,relevantPeriod,,CMS144v7
QDM::PhysicalExamPerformed,8867-4,relevantPeriod,,CMS144v7
QDM::PhysicalExamPerformed,8867-4,result,,CMS144v7
QDM::MedicationActive,2.16.840.1.113883.3.526.3.1184,relevantPeriod,,CMS144v7
QDM::DiagnosticStudyPerformed,2.16.840.1.113883.3.526.3.1134,result,,CMS144v7
QDM::DiagnosticStudyPerformed,2.16.840.1.113883.3.526.3.1134,prevalencePeriod,,CMS144v7
QDM::DiagnosticStudyPerformed,2.16.840.1.113883.3.526.3.1134,relevantPeriod,,CMS144v7
QDM::MedicationOrder,2.16.840.1.113883.3.526.3.1184,authorDatetime,,CMS144v7
QDM::Diagnosis,2.16.840.1.113883.3.526.3.1091,severity,,CMS144v7
QDM::Diagnosis,2.16.840.1.113883.3.526.3.1091,severity,2.16.840.1.113883.3.526.3.1092,CMS144v7
QDM::Diagnosis,2.16.840.1.113883.3.526.3.1091,severity,2.16.840.1.113883.3.526.3.1092,CMS144v7
QDM::Diagnosis,2.16.840.1.113883.3.526.3.1091,prevalencePeriod,,CMS144v7
QDM::Diagnosis,2.16.840.1.113883.3.526.3.1091,relevantPeriod,,CMS144v7
QDM::Diagnosis,2.16.840.1.113883.3.526.3.366,prevalencePeriod,,CMS144v7
QDM::Diagnosis,2.16.840.1.113883.3.526.3.412,prevalencePeriod,,CMS144v7
QDM::Diagnosis,2.16.840.1.113883.3.526.3.1178,prevalencePeriod,,CMS144v7
QDM::Diagnosis,2.16.840.1.113883.3.526.3.1177,prevalencePeriod,,CMS144v7
QDM::AllergyIntolerance,2.16.840.1.113883.3.526.3.1493,prevalencePeriod,,CMS144v7
QDM::MedicationOrder,2.16.840.1.113883.3.526.3.1184,negationRationale,2.16.840.1.113883.3.526.3.1007,CMS144v7
QDM::MedicationOrder,2.16.840.1.113883.3.526.3.1184,negationRationale,2.16.840.1.113883.3.526.3.1007,CMS144v7
QDM::Diagnosis,2.16.840.1.113883.3.526.3.370,prevalencePeriod,,CMS144v7
QDM::Diagnosis,2.16.840.1.113883.3.526.3.362,prevalencePeriod,,CMS144v7
QDM::Diagnosis,2.16.840.1.113883.3.526.3.367,prevalencePeriod,,CMS144v7
QDM::Diagnosis,2.16.840.1.113883.3.526.3.368,prevalencePeriod,,CMS144v7
QDM::DeviceApplied,2.16.840.1.113883.3.526.3.1193,relevantPeriod,,CMS144v7
QDM::MedicationOrder,2.16.840.1.113883.3.526.3.1184,negationRationale,2.16.840.1.113883.3.526.3.1008,CMS144v7
QDM::MedicationOrder,2.16.840.1.113883.3.526.3.1184,negationRationale,2.16.840.1.113883.3.526.3.1008,CMS144v7
QDM::MedicationOrder,2.16.840.1.113883.3.526.3.1184,negationRationale,2.16.840.1.113883.3.526.3.1009,CMS144v7
QDM::MedicationOrder,2.16.840.1.113883.3.526.3.1184,negationRationale,2.16.840.1.113883.3.526.3.1009,CMS144v7
QDM::MedicationOrder,2.16.840.1.113883.3.526.3.1184,negationRationale,2.16.840.1.113883.3.526.3.1134,CMS144v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1001,relevantPeriod,,CMS144v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1012,relevantPeriod,,CMS144v7
QDM::EncounterPerformed,2.16.840.1.113883.3.526.3.1012,relevantPeriod,,CMS144v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1014,relevantPeriod,,CMS144v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1008,relevantPeriod,,CMS144v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1016,relevantPeriod,,CMS144v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1007,relevantPeriod,,CMS144v7
QDM::Diagnosis,2.16.840.1.113883.3.526.3.376,prevalencePeriod,,CMS144v7
QDM::Diagnosis,2.16.840.1.113883.3.526.3.1090,prevalencePeriod,,CMS144v7
QDM::Diagnosis,2.16.840.1.113883.3.526.3.1090,relevantPeriod,,CMS144v7
QDM::PhysicalExamPerformed,8867-4,relevantPeriod,,CMS144v7
QDM::PhysicalExamPerformed,8867-4,result,,CMS144v7
QDM::MedicationActive,2.16.840.1.113883.3.526.3.1184,relevantPeriod,,CMS144v7
QDM::DiagnosticStudyPerformed,2.16.840.1.113883.3.526.3.1134,result,,CMS144v7
QDM::DiagnosticStudyPerformed,2.16.840.1.113883.3.526.3.1134,prevalencePeriod,,CMS144v7
QDM::DiagnosticStudyPerformed,2.16.840.1.113883.3.526.3.1134,relevantPeriod,,CMS144v7
QDM::MedicationOrder,2.16.840.1.113883.3.526.3.1184,authorDatetime,,CMS144v7
QDM::Diagnosis,2.16.840.1.113883.3.526.3.1091,severity,,CMS144v7
QDM::Diagnosis,2.16.840.1.113883.3.526.3.1091,severity,2.16.840.1.113883.3.526.3.1092,CMS144v7
QDM::Diagnosis,2.16.840.1.113883.3.526.3.1091,severity,2.16.840.1.113883.3.526.3.1092,CMS144v7
QDM::Diagnosis,2.16.840.1.113883.3.526.3.1091,prevalencePeriod,,CMS144v7
QDM::Diagnosis,2.16.840.1.113883.3.526.3.1091,relevantPeriod,,CMS144v7
QDM::Diagnosis,2.16.840.1.113883.3.526.3.366,prevalencePeriod,,CMS144v7
QDM::Diagnosis,2.16.840.1.113883.3.526.3.412,prevalencePeriod,,CMS144v7
QDM::Diagnosis,2.16.840.1.113883.3.526.3.1178,prevalencePeriod,,CMS144v7
QDM::Diagnosis,2.16.840.1.113883.3.526.3.1177,prevalencePeriod,,CMS144v7
QDM::AllergyIntolerance,2.16.840.1.113883.3.526.3.1493,prevalencePeriod,,CMS144v7
QDM::MedicationOrder,2.16.840.1.113883.3.526.3.1184,negationRationale,2.16.840.1.113883.3.526.3.1007,CMS144v7
QDM::MedicationOrder,2.16.840.1.113883.3.526.3.1184,negationRationale,2.16.840.1.113883.3.526.3.1007,CMS144v7
QDM::Diagnosis,2.16.840.1.113883.3.526.3.370,prevalencePeriod,,CMS144v7
QDM::Diagnosis,2.16.840.1.113883.3.526.3.362,prevalencePeriod,,CMS144v7
QDM::Diagnosis,2.16.840.1.113883.3.526.3.367,prevalencePeriod,,CMS144v7
QDM::Diagnosis,2.16.840.1.113883.3.526.3.368,prevalencePeriod,,CMS144v7
QDM::DeviceApplied,2.16.840.1.113883.3.526.3.1193,relevantPeriod,,CMS144v7
QDM::MedicationOrder,2.16.840.1.113883.3.526.3.1184,negationRationale,2.16.840.1.113883.3.526.3.1008,CMS144v7
QDM::MedicationOrder,2.16.840.1.113883.3.526.3.1184,negationRationale,2.16.840.1.113883.3.526.3.1008,CMS144v7
QDM::MedicationOrder,2.16.840.1.113883.3.526.3.1184,negationRationale,2.16.840.1.113883.3.526.3.1009,CMS144v7
QDM::MedicationOrder,2.16.840.1.113883.3.526.3.1184,negationRationale,2.16.840.1.113883.3.526.3.1009,CMS144v7
QDM::MedicationOrder,2.16.840.1.113883.3.526.3.1184,negationRationale,2.16.840.1.113883.3.526.3.1134,CMS144v7
QDM::EncounterPerformed,2.16.840.1.113883.3.526.3.1252,relevantPeriod,,CMS147v8
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1001,relevantPeriod,,CMS147v8
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1012,relevantPeriod,,CMS147v8
QDM::EncounterPerformed,2.16.840.1.113883.3.526.3.1012,relevantPeriod,,CMS147v8
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1014,relevantPeriod,,CMS147v8
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1008,relevantPeriod,,CMS147v8
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1016,relevantPeriod,,CMS147v8
QDM::ProcedurePerformed,2.16.840.1.113883.3.526.3.1083,relevantPeriod,,CMS147v8
QDM::ProcedurePerformed,2.16.840.1.113883.3.526.3.1084,relevantPeriod,,CMS147v8
QDM::ProcedurePerformed,2.16.840.1.113883.3.526.3.402,relevantPeriod,,CMS147v8
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1027,relevantPeriod,,CMS147v8
QDM::ProcedurePerformed,2.16.840.1.113883.3.526.3.402,authorDatetime,,CMS147v8
QDM::ProcedurePerformed,2.16.840.1.113883.3.526.3.402,negationRationale,2.16.840.1.113883.3.526.3.1007,CMS147v8
QDM::ProcedurePerformed,2.16.840.1.113883.3.526.3.402,negationRationale,2.16.840.1.113883.3.526.3.1007,CMS147v8
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1025,relevantPeriod,,CMS147v8
QDM::ImmunizationAdministered,2.16.840.1.113883.3.526.3.1254,authorDatetime,,CMS147v8
QDM::EncounterPerformed,2.16.840.1.113883.3.526.3.1240,relevantPeriod,,CMS147v8
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1030,relevantPeriod,,CMS147v8
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1026,relevantPeriod,,CMS147v8
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1024,relevantPeriod,,CMS147v8
QDM::ImmunizationAdministered,2.16.840.1.113883.3.526.3.1254,negationRationale,2.16.840.1.113883.3.526.3.1007,CMS147v8
QDM::ImmunizationAdministered,2.16.840.1.113883.3.526.3.1254,negationRationale,2.16.840.1.113883.3.526.3.1007,CMS147v8
QDM::Diagnosis,2.16.840.1.113883.3.526.3.1253,prevalencePeriod,,CMS147v8
QDM::AllergyIntolerance,2.16.840.1.113883.3.526.3.1254,prevalencePeriod,,CMS147v8
QDM::Diagnosis,2.16.840.1.113883.3.526.3.1257,prevalencePeriod,,CMS147v8
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1022,relevantPeriod,,CMS147v8
QDM::ImmunizationAdministered,2.16.840.1.113883.3.526.3.1254,negationRationale,2.16.840.1.113883.3.526.3.1009,CMS147v8
QDM::ImmunizationAdministered,2.16.840.1.113883.3.526.3.1254,negationRationale,2.16.840.1.113883.3.526.3.1009,CMS147v8
QDM::Diagnosis,2.16.840.1.113883.3.526.3.1256,prevalencePeriod,,CMS147v8
QDM::AllergyIntolerance,2.16.840.1.113883.3.526.3.402,prevalencePeriod,,CMS147v8
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1013,relevantPeriod,,CMS147v8
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1023,relevantPeriod,,CMS147v8
QDM::ProcedurePerformed,2.16.840.1.113883.3.526.3.402,negationRationale,2.16.840.1.113883.3.526.3.1008,CMS147v8
QDM::ProcedurePerformed,2.16.840.1.113883.3.526.3.402,negationRationale,2.16.840.1.113883.3.526.3.1008,CMS147v8
QDM::AllergyIntolerance,2.16.840.1.113883.3.526.3.1537,prevalencePeriod,,CMS147v8
QDM::ProcedurePerformed,2.16.840.1.113883.3.526.3.402,negationRationale,2.16.840.1.113883.3.526.3.1009,CMS147v8
QDM::ProcedurePerformed,2.16.840.1.113883.3.526.3.402,negationRationale,2.16.840.1.113883.3.526.3.1009,CMS147v8
QDM::ImmunizationAdministered,2.16.840.1.113883.3.526.3.1254,negationRationale,2.16.840.1.113883.3.526.3.1008,CMS147v8
QDM::ImmunizationAdministered,2.16.840.1.113883.3.526.3.1254,negationRationale,2.16.840.1.113883.3.526.3.1008,CMS147v8
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1001,diagnoses,,CMS161v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1008,diagnoses,,CMS161v7
QDM::EncounterPerformed,2.16.840.1.113883.3.526.3.1492,diagnoses,,CMS161v7
QDM::EncounterPerformed,2.16.840.1.113883.3.526.3.1496,diagnoses,,CMS161v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1008,diagnoses,2.16.840.1.113883.3.526.3.1491,CMS161v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1008,relevantPeriod,,CMS161v7
QDM::InterventionPerformed,225337009,relevantPeriod,,CMS161v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1010,diagnoses,2.16.840.1.113883.3.526.3.1491,CMS161v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1010,relevantPeriod,,CMS161v7
QDM::EncounterPerformed,2.16.840.1.113883.3.526.3.1492,diagnoses,2.16.840.1.113883.3.526.3.1491,CMS161v7
QDM::EncounterPerformed,2.16.840.1.113883.3.526.3.1492,relevantPeriod,,CMS161v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1001,diagnoses,2.16.840.1.113883.3.526.3.1491,CMS161v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1001,relevantPeriod,,CMS161v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1010,diagnoses,,CMS161v7
QDM::EncounterPerformed,2.16.840.1.113883.3.526.3.1496,diagnoses,2.16.840.1.113883.3.526.3.1491,CMS161v7
QDM::EncounterPerformed,2.16.840.1.113883.3.526.3.1496,relevantPeriod,,CMS161v7
QDM::EncounterPerformed,2.16.840.1.113883.3.526.3.1141,diagnoses,2.16.840.1.113883.3.526.3.1491,CMS161v7
QDM::EncounterPerformed,2.16.840.1.113883.3.526.3.1141,relevantPeriod,,CMS161v7
QDM::EncounterPerformed,2.16.840.1.113883.3.526.3.1141,diagnoses,,CMS161v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1001,relevantPeriod,,CMS167v7
QDM::Diagnosis,2.16.840.1.113883.3.526.3.327,prevalencePeriod,,CMS167v7
QDM::DiagnosticStudyPerformed,2.16.840.1.113883.3.526.3.1251,relevantPeriod,,CMS167v7
QDM::DiagnosticStudyPerformed,2.16.840.1.113883.3.526.3.1251,components,,CMS167v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1012,relevantPeriod,,CMS167v7
QDM::EncounterPerformed,2.16.840.1.113883.3.526.3.1285,relevantPeriod,,CMS167v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1014,relevantPeriod,,CMS167v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1008,relevantPeriod,,CMS167v7
QDM::DiagnosticStudyPerformed,2.16.840.1.113883.3.526.3.1251,authorDatetime,,CMS167v7
QDM::DiagnosticStudyPerformed,2.16.840.1.113883.3.526.3.1251,negationRationale,2.16.840.1.113883.3.526.3.1008,CMS167v7
QDM::DiagnosticStudyPerformed,2.16.840.1.113883.3.526.3.1251,negationRationale,2.16.840.1.113883.3.526.3.1008,CMS167v7
QDM::DiagnosticStudyPerformed,2.16.840.1.113883.3.526.3.1251,negationRationale,2.16.840.1.113883.3.526.3.1007,CMS167v7
QDM::DiagnosticStudyPerformed,2.16.840.1.113883.3.526.3.1251,negationRationale,2.16.840.1.113883.3.526.3.1007,CMS167v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1001,diagnoses,,CMS177v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1001,relevantPeriod,,CMS177v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1008,diagnoses,,CMS177v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1008,relevantPeriod,,CMS177v7
QDM::EncounterPerformed,2.16.840.1.113883.3.526.3.1492,diagnoses,,CMS177v7
QDM::EncounterPerformed,2.16.840.1.113883.3.526.3.1492,relevantPeriod,,CMS177v7
QDM::EncounterPerformed,2.16.840.1.113883.3.526.3.1496,diagnoses,,CMS177v7
QDM::EncounterPerformed,2.16.840.1.113883.3.526.3.1496,relevantPeriod,,CMS177v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1008,diagnoses,2.16.840.1.113883.3.526.3.1491,CMS177v7
QDM::InterventionPerformed,225337009,relevantPeriod,,CMS177v7
QDM::EncounterPerformed,2.16.840.1.113883.3.526.3.1492,diagnoses,2.16.840.1.113883.3.526.3.1491,CMS177v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1001,diagnoses,2.16.840.1.113883.3.526.3.1491,CMS177v7
QDM::EncounterPerformed,2.16.840.1.113883.3.526.3.1496,diagnoses,2.16.840.1.113883.3.526.3.1491,CMS177v7
QDM::EncounterPerformed,2.16.840.1.113883.3.526.3.1141,diagnoses,2.16.840.1.113883.3.526.3.1491,CMS177v7
QDM::EncounterPerformed,2.16.840.1.113883.3.526.3.1141,relevantPeriod,,CMS177v7
QDM::EncounterPerformed,2.16.840.1.113883.3.526.3.1141,diagnoses,,CMS177v7
QDM::EncounterPerformed,2.16.840.1.113883.3.526.3.1187,diagnoses,,CMS177v7
QDM::EncounterPerformed,2.16.840.1.113883.3.526.3.1187,relevantPeriod,,CMS177v7
QDM::EncounterPerformed,2.16.840.1.113883.3.526.3.1018,diagnoses,2.16.840.1.113883.3.526.3.1491,CMS177v7
QDM::EncounterPerformed,2.16.840.1.113883.3.526.3.1018,relevantPeriod,,CMS177v7
QDM::EncounterPerformed,2.16.840.1.113883.3.526.3.1187,diagnoses,2.16.840.1.113883.3.526.3.1491,CMS177v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1001,relevantPeriod,,CMS145v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1012,relevantPeriod,,CMS145v7
QDM::EncounterPerformed,2.16.840.1.113883.3.526.3.1012,relevantPeriod,,CMS145v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1014,relevantPeriod,,CMS145v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1008,relevantPeriod,,CMS145v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1016,relevantPeriod,,CMS145v7
QDM::Diagnosis,2.16.840.1.113883.3.526.3.369,prevalencePeriod,,CMS145v7
QDM::DiagnosticStudyPerformed,2.16.840.1.113883.3.526.3.1134,result,,CMS145v7
QDM::DiagnosticStudyPerformed,2.16.840.1.113883.3.526.3.1134,prevalencePeriod,,CMS145v7
QDM::DiagnosticStudyPerformed,2.16.840.1.113883.3.526.3.1134,relevantPeriod,,CMS145v7
QDM::MedicationOrder,2.16.840.1.113883.3.526.3.1174,authorDatetime,,CMS145v7
QDM::MedicationOrder,2.16.840.1.113883.3.526.3.1184,authorDatetime,,CMS145v7
QDM::Diagnosis,2.16.840.1.113883.3.526.3.1090,prevalencePeriod,,CMS145v7
QDM::Diagnosis,2.16.840.1.113883.3.526.3.1090,relevantPeriod,,CMS145v7
QDM::Diagnosis,2.16.840.1.113883.3.526.3.1091,severity,,CMS145v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.526.3.371,relevantPeriod,,CMS145v7
QDM::MedicationOrder,2.16.840.1.113883.3.526.3.1174,negationRationale,2.16.840.1.113883.3.526.3.1009,CMS145v7
QDM::MedicationOrder,2.16.840.1.113883.3.526.3.1184,negationRationale,2.16.840.1.113883.3.526.3.1009,CMS145v7
QDM::MedicationOrder,2.16.840.1.113883.3.526.3.1174,negationRationale,2.16.840.1.113883.3.526.3.1009,CMS145v7
QDM::MedicationOrder,2.16.840.1.113883.3.526.3.1184,negationRationale,2.16.840.1.113883.3.526.3.1009,CMS145v7
QDM::PhysicalExamPerformed,8867-4,relevantPeriod,,CMS145v7
QDM::PhysicalExamPerformed,8867-4,result,,CMS145v7
QDM::Diagnosis,2.16.840.1.113883.3.526.3.366,prevalencePeriod,,CMS145v7
QDM::Diagnosis,2.16.840.1.113883.3.526.3.412,prevalencePeriod,,CMS145v7
QDM::Diagnosis,2.16.840.1.113883.3.526.3.362,prevalencePeriod,,CMS145v7
QDM::Diagnosis,2.16.840.1.113883.3.526.3.370,prevalencePeriod,,CMS145v7
QDM::Diagnosis,2.16.840.1.113883.3.526.3.1177,prevalencePeriod,,CMS145v7
QDM::Diagnosis,2.16.840.1.113883.3.526.3.403,prevalencePeriod,,CMS145v7
QDM::Diagnosis,2.16.840.1.113883.3.526.3.1091,severity,2.16.840.1.113883.3.526.3.1092,CMS145v7
QDM::Diagnosis,2.16.840.1.113883.3.526.3.1091,severity,2.16.840.1.113883.3.526.3.1092,CMS145v7
QDM::Diagnosis,2.16.840.1.113883.3.526.3.1091,prevalencePeriod,,CMS145v7
QDM::Diagnosis,2.16.840.1.113883.3.526.3.1091,relevantPeriod,,CMS145v7
QDM::MedicationOrder,2.16.840.1.113883.3.526.3.1174,negationRationale,2.16.840.1.113883.3.526.3.1007,CMS145v7
QDM::MedicationOrder,2.16.840.1.113883.3.526.3.1184,negationRationale,2.16.840.1.113883.3.526.3.1007,CMS145v7
QDM::MedicationOrder,2.16.840.1.113883.3.526.3.1174,negationRationale,2.16.840.1.113883.3.526.3.1007,CMS145v7
QDM::MedicationOrder,2.16.840.1.113883.3.526.3.1184,negationRationale,2.16.840.1.113883.3.526.3.1007,CMS145v7
QDM::MedicationActive,2.16.840.1.113883.3.526.3.1174,relevantPeriod,,CMS145v7
QDM::MedicationActive,2.16.840.1.113883.3.526.3.1184,relevantPeriod,,CMS145v7
QDM::Diagnosis,2.16.840.1.113883.3.526.3.367,prevalencePeriod,,CMS145v7
QDM::Diagnosis,2.16.840.1.113883.3.526.3.368,prevalencePeriod,,CMS145v7
QDM::AllergyIntolerance,2.16.840.1.113883.3.526.3.1493,prevalencePeriod,,CMS145v7
QDM::Diagnosis,2.16.840.1.113883.3.526.3.1178,prevalencePeriod,,CMS145v7
QDM::MedicationOrder,2.16.840.1.113883.3.526.3.1174,negationRationale,2.16.840.1.113883.3.526.3.1008,CMS145v7
