OID,ValueSetName,ExpansionVersion,CodeSystemName,CodeSystemVersion,CodeSystemOID,Purpose
2.16.840.1.113883.3.526.3.1240,Annual Wellness Visit,eCQM Update 2018-09-17,HCPCS,2018,2.16.840.1.113883.6.285,"(Clinical Focus: This value set grouping contains concepts that represent annual wellness visits.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Encounter. The intent of this data element is to identify patients who have had an annual wellness visit. ),(Inclusion Criteria: Includes only relevant concepts associated with encounters specific to annual wellness visits.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.526.3.1406,Anomalies of Pupillary Function,eCQM Update 2018-09-17,ICD10CM,2019,2.16.840.1.113883.6.90,"(Clinical Focus: This value set contains concepts that represent a diagnosis of pupillary function anomalies.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Diagnosis.),(Inclusion Criteria: Includes only relevant concepts associated with a diagnosis of miosis and constricted pupil.),(Exclusion Criteria: Excludes concepts that pertain to 'unspecified eye.')"
2.16.840.1.113883.3.464.1003.198.12.1033,Anti Hepatitis A IgG Antigen Test,eCQM Update 2018-09-17,LOINC,2.64,2.16.840.1.113883.6.1,"(Clinical Focus: This value set contains concepts that represent laboratory tests to detect anti hepatitis A immunoglobulin (IgG) antibodies.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Laboratory Test),(Inclusion Criteria: Includes only relevant concepts associated with test codes for IgG antibody to hepatitis A.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.464.1003.198.12.1073,Anti Hepatitis B Virus Surface Ab,eCQM Update 2018-09-17,LOINC,2.64,2.16.840.1.113883.6.1,"(Clinical Focus: This value set contains concepts that represent laboratory tests to detect anti hepatitis B surface antigen in the blood.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Laboratory Test, Performed.),(Inclusion Criteria: Includes only relevant concepts associated with test codes for anti-surface antibody in the blood related to hepatitis B virus. This sounds weird. Please re-read.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.464.1003.196.12.1481,"Anti Infectives, other",eCQM Update 2018-09-17,RXNORM,2018-07,2.16.840.1.113883.6.88,"(Clinical Focus: This value set contains concepts that represent nitrofurantion (anti-infective medications).),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Medication.),(Inclusion Criteria: Includes only relevant concepts associated with semantic clinical drugs (component, form and strength); generic; human only; prescribable; nitrofurantion medications.),(Exclusion Criteria: Excludes branded drugs; components or ingredient only; non-prescribable; nitrofurantion in combination with other medications.)"
2.16.840.1.113883.3.600.1476,Anti-Hypertensive Pharmacologic Therapy,eCQM Update 2018-09-17,RXNORM,2018-07,2.16.840.1.113883.6.88,"(Clinical Focus: This value set contains concepts that represent clinical medications prescribed for patients diagnosed with hypertension.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Medication.),(Inclusion Criteria: Includes only relevant concepts associated with oral and injectable drug forms that are prescribed for treatment of hypertension.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.464.1003.196.12.1001,Antibiotic Medications for Pharyngitis,eCQM Update 2018-09-17,RXNORM,2018-07,2.16.840.1.113883.6.88,"(Clinical Focus: This value set contains concepts that represent antibiotic medications.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Medication, Active or Medication, Ordered.),(Inclusion Criteria: Includes only relevant concepts associated with semantic clinical drugs (concepts associated with component, form and strength); generic; prescribable; antibiotics only.),(Exclusion Criteria: Excludes branded drugs; components or ingredients only; non-prescribable; antibiotics in combination with other medications.)"
2.16.840.1.113883.3.464.1003.196.12.1283,Anticoagulant Medications,eCQM Update 2018-09-17,RXNORM,2018-07,2.16.840.1.113883.6.88,"(Clinical Focus: This value set contains concepts that represent anticoagulant medications.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Medication, Active.),(Inclusion Criteria: Includes only relevant concepts associated with semantic clinical drugs (concepts associated with component, form and strength); generic; prescribable; anticoagulant medications only.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.117.1.7.1.200,Anticoagulant Therapy,eCQM Update 2018-09-17,RXNORM,2018-07,2.16.840.1.113883.6.88,"(Clinical Focus: This value set contains concepts that represent medications that are prescribed for anticoagulant therapy at hospital discharge for patients following acute ischemic stroke.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Medication. The intent of this data element is to identify patients who are prescribed anticoagulant therapy at discharge following acute ischemic stroke. ),(Inclusion Criteria: Includes only relevant concepts associated with oral and injectable drug forms. Includes only relevant concepts associated with warfarin, heparins and direct thrombin inhibitors.),(Exclusion Criteria: Excludes codes for enoxaparin and heparin generally given for VTE prophylaxis.)"
2.16.840.1.113883.3.464.1003.196.12.1213,Antidepressant Medication,eCQM Update 2018-09-17,RXNORM,2018-07,2.16.840.1.113883.6.88,"(Clinical Focus: This value set contains concepts that represent antidepressant medications.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Medication, Active or Medication, Dispensed.),(Inclusion Criteria: Includes only relevant concepts associated with semantic clinical drugs (concepts associated with component, form and strength); generic; prescribable. Includes only relevant concepts associated with antidepressant medication. This is a grouping of RxNorm codes.),(Exclusion Criteria: Excludes branded drugs; components or ingredients only; non-prescribable.)"
2.16.840.1.113883.3.117.1.7.1.201,Antithrombotic Therapy,eCQM Update 2018-09-17,RXNORM,2018-07,2.16.840.1.113883.6.88,"(Clinical Focus: This value set contains concepts that represent anticoagulant and antiplatelet medications used to reduce stroke mortality and morbidity.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Medication. The intent of this data element is to identify patients who receive antithrombotic therapy following stroke. ),(Inclusion Criteria: Includes only relevant concepts associated with single and multi-ingredient drugs. Oral, rectal, and injectable dose forms should be included. Antithrombotic medications includes only relevant concepts associated with anticoagulants and antiplatelet drugs.),(Exclusion Criteria: Excludes codes for enoxaparin and heparin generally given for VTE prophylaxis.)"
2.16.840.1.113883.3.666.5.1151,Aortic balloon pump insertion,eCQM Update 2018-09-17,SNOMEDCT,2018-03,2.16.840.1.113883.6.96,"(Clinical Focus: This value set contains concepts that represent procedures used to identify aortic balloon pump insertion.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Procedure, Performed. The intent of this data element is to identify patients with the procedure aortic balloon pump insertion. ),(Inclusion Criteria: Includes only relevant concepts associated with codes that describe insertion of the aortic balloon pump.),(Exclusion Criteria: Excludes codes that describe complications and procedures for removing the device.)"
2.16.840.1.113883.3.526.3.1407,Aphakia and Other Disorders of Lens,eCQM Update 2018-09-17,ICD10CM,2019,2.16.840.1.113883.6.90,"(Clinical Focus: This value set contains concepts that represent a diagnosis of disorders of lens, including aphakia.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Diagnosis.),(Inclusion Criteria: Includes only relevant concepts associated with a diagnosis of dislocation or subluxation of lens.),(Exclusion Criteria: Excludes concepts that pertain to 'unspecified eye.')"
2.16.840.1.113883.3.464.1003.196.12.1265,Aromatase Inhibitors,eCQM Update 2018-09-17,RXNORM,2018-07,2.16.840.1.113883.6.88,"(Clinical Focus: This value set contains concepts that represent aromatase inhibitor medications.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Medication, Active or Medication, Ordered.),(Inclusion Criteria: Includes only relevant concepts associated with semantic clinical drugs (concepts associated with component, form and strength); generic; prescribable; both steroidal and non-steroidal inhibitors; both non-selective and selective inhibitors; aromatase inhibitors only.),(Exclusion Criteria: Excludes branded drugs; components or ingredients only; non-prescribable; aromatase inhibitors in combination with other medications; selective inhibitors vorozole, formestane, and fadrozole.)"
2.16.840.1.113883.3.526.3.366,Arrhythmia,eCQM Update 2018-09-17,ICD10CM,2019,2.16.840.1.113883.6.90,"(Clinical Focus: This value set contains concepts that represent a diagnosis of arrhythmia.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Diagnosis.),(Inclusion Criteria:  Includes only relevant concepts associated with a diagnosis of arrhythmia.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113762.1.4.1045.57,Artificial Rupture of Membranes,eCQM Update 2018-09-17,SNOMEDCT,2018-03,2.16.840.1.113883.6.96,"(Clinical Focus: This value set contains concepts that represent procedures that represent the artificial rupture of membranes.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Procedure. The intent of this data element is to identify artificial rupture of membranes as a mechanism to induce labor. ),(Inclusion Criteria: Includes only relevant concepts associated with SNOMED CT codes that identify artificial rupture of membranes.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.526.3.1408,Aspiration and Injection Procedures,eCQM Update 2018-09-17,CPT,2018,2.16.840.1.113883.6.12,"(Clinical Focus: This value set contains concepts that represent aspiration and injection procedures of the eye.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Procedure.),(Inclusion Criteria: Includes only relevant concepts associated with injections in the anterior chamber of the eye.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.464.1003.196.12.1347,Aspirin / Butalbital / Caffeine,eCQM Update 2018-09-17,RXNORM,2018-07,2.16.840.1.113883.6.88,"(Clinical Focus: This value set contains concepts that represent aspirin / butalbital / caffeine combination medications.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Medication, Ordered.),(Inclusion Criteria: Includes only relevant concepts associated with semantic clinical drugs; generic; human use only; prescribable; aspirin / butalbital / caffeine (combination medication).),(Exclusion Criteria: Excludes branded drugs; components or ingredient only; non-prescribable; aspirin / butalbital / caffeine in combination with other medications.)"
